date,token_address,symbol,name,price_usd,marketcap_usd,volume_usd_24h,price_change_24h,price_change_7d,volume_sol_24h,tx_count_24h,holders_delta_24h,mentions_24h,likes_24h,retweets_24h,replies_24h,quotes_24h,social_score,radar_score,radar_bucket,momentum_days,is_active_today,consecutive_active_days,high_confidence_pump
2025-09-26,2Mk8vAfersJgfeT5Pwpfe7y4sQ769GZPhRrnwSdhpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,BuTM2tXzmuM6TcS9cTQhL1VaxjDfYtSHgKHkYQsFpRsX,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,BqndqeBCNSEftBKmbTbLVx1RX5zd5J3AGL9sG55Jpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,6NdUMfsuyGENe98VPVMRxNZnbQgTUaKxLuiLszS5pump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,oxynABVJXUEc9PLNx4m1XVdiFtRhStzRXG1G6qosni1,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,EMg2QkFZ6pLvgckVGj8X6nmyrkiuoamYnTdoxXN8pump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,AufjSxXopMZn7EeX21ifncGPKQ2BH6FaiRpFu6gDpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,HBukB9DLbdTM6nNHQQ6JvVmjx7UmuMpDJAU9oX8tpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,xxxgjrRmEtAeik3fpkftHA6ncHjfDWWN4T1zUYQPm3z,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,2t2sKsaGpRG3jWV22y9eAVp7qfRRaytDiS1kkMpCqREV,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,DiiTPZdpd9t3XorHiuZUu4E1FoSaQ7uGN4q9YkQupump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,CKVZPWFPaJArEaPnk16CXpFtFXjuCxCh95vBcS3Ppump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,UbNX69Ng8TiE84rc5x4aLY6mcmbPbyZ2BJ2nfhupump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,6NqgJiWQLVznisyn1ytHEtQkC52sQf4t1b732Qvvpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,EfFvS8CXAJ89Y3hP8cMpmtW1kDWTg4PnhLMkrW29pump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,3d3suDtLDqnXyA454EYCkAnhz33P55FAMCEk37Gppump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,FjXD9UWJaG6iVhExBR9SC6HjPmFA3czPGLeSbxurpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,irSdJ3vRioPxMmN3ZFrG6Y7ECJtyyJBnUcLKMauA6tR,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,919MM61rJb1KairDkbNoH8iCVkX1fGFn7w4Dj6Mapump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,GEHJx1yb83BDdjWp6UJWWann9aAkVKwvzU49Qp7jpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,4Ds7cxJ82gm34gV22zo2LjPdX3nFbQk9PXK7mjX4pump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,3d1qHSAkQhoN7kN1C6tvpAArCkXWxwYdBng6taXCDM6u,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,CWVuqZzGfrXD5i1dJYyvpLaQW6yzPqaPC7UemZFUpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,8MWLo9PmNiunLFhCZsXBsHqmvKrxTjt3qffFJF81pump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,GaPbGp23pPuY9QBLPUjUEBn2MKEroTe9Q3M3f2Xpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,7UgmCpkZMMQBUajCfhrtiJXZ1wPuMidEB4DnA6aUpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,5YesRCpnjAR396xDy1xenHahfogjevCH4c46TH6wPray,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,A6ec7AMvx7oH96sNYELiF5i3vw3YxCuN6Qb8fDMMpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,34wfgAa6JzKxN1TGCneRk3LY1xetvnF8q5n6H7fzf2TY,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,ByC7sCHFL4s96JnwhbnC27dyY9iTzsjYDvx3XGgopump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,CWdRtpnFWVgTASioj6ZWPwca3j7i3Ya1hPF4QVL6bonk,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,AS5DW5dHY9V46Mrz3VJAA2MsewkahDnHvv9tzNcnpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,G9mRRd16qLYzbp7trdj7DFSZyLePM9DepaWnJJLwCUDF,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,879iULwrP3VoPF7Ce2yxkMagpwecQLKkNtsY7DJrpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,62GnkrYtLJBXoQWsCBHZVugkCDZzpBonAWX6CHmSpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,3H9TNBGGh3jdBC76VdTJCB5QSSsKBKFnhM7164VnjpkM,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,BSmKbyHpyWVamsGv6Ja7xEqAyMwNn4TRsyX4hFxEpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,C8aogMqASuurkwKDzd6VZPNRqUTbVoDJH7GMiRYUpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,DrJnnTuBDLRZTQmtKgcBkFH3taLbGCNh9DBhWMkhpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,4uVEktQLeYdZHKVJP5FXzZLnzetwhfeyP8vyKXurpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,8oCqyRtFXjYbeC7fhxQMAqu6eAMEoibjyJCQcLnopump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,APbFhZNhR4goT1JbCFiTrw2N5rPckj5kWZLVzRtnBWLc,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,6hKgCdFex2tTevTNokEmwovtGqtSYK2ps4AigmFwbonk,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,gkz69isayhx176GYZDE333gPyKoiAtMF2TGTNZwpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,8GRd7Eg6kFJZTvDdRQpRBX7w71s8R1wkQvMV3HWDT9PT,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,FSyuCSheYUgtaSDa9iJVdVjgVf24XwipMLgWmjEbpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,Dde3kgfE97FSCuYLpQHpJNLRcaFWXt6rnPcTc165pump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,8PMg4GeyHCY1AWctg4ByowPSq35Pu9ZJHfNR4nAcbonk,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,3KuSj5VbdUCaSRXCXiUThNaJYjx4NPBbNNo4zmKzpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-26,8RwSa8i6sVhdU4KmXatE6syDgSDUEmKiZC6C4KCTpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
