date,symbol,name,address,price_usd,volume_24h_usd,liquidity_usd,fdv_usd,source,data_status,missing_streak
2025-10-01,wSOL,Wrapped SOL,So11111111111111111111111111111111111111112,216.63,270236433.6,55067985.4,0.0,dexscreener,ok,0
2025-10-01,T-2049,Token 2049,2UfyNHveDrYDogW1LypkworjhYVEte8tLDqRTZbguPLx,0.0001975,934131.58,88902.07,197525.0,dexscreener,ok,0
2025-10-01,ELIZABETH,Just Elizabeth Cat,DiiTPZdpd9t3XorHiuZUu4E1FoSaQ7uGN4q9YkQupump,0.001612,384039.09,221317.89,1253494.0,dexscreener,ok,0
2025-10-01,XBT,XBT,A8YHuvQBMAxXoZAZE72FyC8B7jKHo8RJyByXRRffpump,0.002671,268604.05,497813.53,2669984.0,dexscreener,ok,0
2025-10-01,AI4,AI⁴,CZkxnM5PNPak31JSFNzJ76CWcYRu4mgxvBwcHaBJpump,0.0004227,182196.92,123715.84,422713.0,dexscreener,ok,0
2025-10-01,1nu,1nu,44DNPJ2qisA7MMaUmKK5SXvAcPyV7bEzmnK7oYJkbonk,0.000178,153549.11,52900.9,178010.0,dexscreener,ok,0
2025-10-01,DREAM,Dreamsync,B9zze29or7CJs1nBrigSCWSibfxvkmieFXcGg5cxbonk,0.001938,129206.27,195858.88,1938765.0,dexscreener,ok,0
2025-10-01,FARTLESS,FARTLESS COIN,FyrBf5xKg5EwKZ9pHvSpJeLLuCWBicTpm3VvZcsibonk,0.000849,124523.15,196862.69,849067.0,dexscreener,ok,0
2025-10-01,RAGEGUY,Rage Guy,GvV7sFu6FHJsSVXfpG7xqFnWar3c7YkcC74rqe7Bpump,0.001092,79712.01,164363.47,1092665.0,dexscreener,ok,0
2025-10-01,LION,Loaded Lions,7kN5FQMD8ja4bzysEgc5FXmryKd6gCgjiWnhksjHCFb3,0.0161,77523.11,2096062.44,80506003.0,dexscreener,ok,0
2025-10-01,BAR,BullArena,Et2bFLuPCW77hGW2g7UdrboPVuxatFZt4BaCzhCqpump,0.0002191,69349.24,58688.79,219117.0,dexscreener,ok,0
2025-10-01,CHARLIE,RIP CHARLIE KIRK,CEqFiJoB6HLncfeieBw3PKKm9wyqrpSHV3VH4qZApump,0.0004805,66530.35,141068.83,480494.0,dexscreener,ok,0
2025-10-01,RUECAT,Rue Cat,AMKKkovbUqr5cxmsg22KxTgaRXq6z4f8umrze4JKpump,0.0006709,65632.58,102337.73,479170.0,dexscreener,ok,0
2025-10-01,CRND,Crundle,BVvSqvTb9ZVNEkP5UsamR1egAWSGEZiQDU42FS7mmoon,0.0002125,61046.29,73151.61,211808.0,dexscreener,ok,0
2025-10-01,USDUT,unstable tether,3vz82EWYv8xnc7Cm7qSgERcpMeqw92PcX8PBz88npump,0.0005185,51905.63,147633.73,518429.0,dexscreener,ok,0
2025-10-01,early,not wrong just early,7ukFzJA7V6f28YieCjXcEXqiK8tAfbyXyvK6b36pump,0.0002801,41965.32,69940.09,280090.0,dexscreener,ok,0
2025-10-01,67,67coin,2sjdF9vLNWkTpK2XgY2kVWCL4YTMu6vaVA4VxrzUpump,0.0001091,40120.13,56000.45,108989.0,dexscreener,ok,0
2025-10-01,gib,gib,6FtbGaqgZzti1TxJksBV4PSya5of9VqA9vJNDxPwbonk,0.0004648,37725.1,173611.0,464809.0,dexscreener,ok,0
2025-10-01,Useless,Useless Coin,5NnL7oRMtVW3ZqAt95gJQs12Fbz2caCYh9rgy1kQpump,6.568e-05,18428.08,38871.85,65683.0,dexscreener,ok,0
2025-10-01,walkusa,WALKING ACROSS AMERICA,3BrXeqzNKUKsM6MgkWFZX4E2cY8SiwYNwwmVzP2Rpump,8.314e-05,18032.17,40036.37,83145.0,dexscreener,ok,0
2025-10-01,VIBECODER,Vibe Coding Meta,7PzU4m13VqkdgWcserfBdxX4cAPQXaZuFNuKarnT1deV,0.0001336,17149.19,53710.37,129685.0,dexscreener,ok,0
2025-10-01,SHITTER,SHITTERCOIN,GuLvigFjAm1yyReTk6EeboHNnLj1tCi62pzWLorxbonk,2.644e-05,10710.1,22038.08,26442.0,dexscreener,ok,0
