date,token_address,symbol,name,price_usd,marketcap_usd,volume_usd_24h,price_change_24h,price_change_7d,volume_sol_24h,tx_count_24h,holders_delta_24h,mentions_24h,likes_24h,retweets_24h,replies_24h,quotes_24h,social_score,radar_score,radar_bucket,momentum_days,is_active_today,consecutive_active_days,high_confidence_pump
2025-09-24,2FSn3q2gFFLvmsV4njXRc3z9ig9ypwY6TFVcBLLepump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,Nzn8vsoshVehdiWbvBvgeTL3M1yWNhz1DF8A2AXLV7y,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,EaEVXxVALRvgD3zFcsXZYkz4WTiCWBfpmakXwddDLive,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,BDRLQzYHn7pypXWwg2zFXy4as5Km28iSTruGJxuQpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,6V4QLouv2HTbae34hBjLgW5Qc3kdquqFLBsDS3scR1CH,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,q29umWshmh2fmm1CdRb4cBKhqtW9xX25ezNQi7Bpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,C93Xk7zeJEYwqmWeJJCnWVsSR3Nog7SC7LHW2ZTxvREV,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,4KUCN58TeExp9qrap64yuBPTmGmToV7R9h1p7HCZpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,3sLSDYfmbu5ZdmC7wbBUzvwRFE6S1dtrTUafuhhApump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,9DVgoPhCJkmS9C1tVCRyz4Ectu5MNsph9nwiQZAPmoon,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,UbNX69Ng8TiE84rc5x4aLY6mcmbPbyZ2BJ2nfhupump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,A8YHuvQBMAxXoZAZE72FyC8B7jKHo8RJyByXRRffpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,4NGbC4RRrUjS78ooSN53Up7gSg4dGrj6F6dxpMWHbonk,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,31ovHdpQJTMrmxwiSRWpZQ6oY3AP9wu8RWZh8adepump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,CZkxnM5PNPak31JSFNzJ76CWcYRu4mgxvBwcHaBJpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,CB9dDufT3ZuQXqqSfa1c5kY935TEreyBw9XJXxHKpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,BVvywU1wt4FaLDfZe7y11yrVnHbJpAU7YirmsuW3pump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,3rSKhRtrjHnSZhRsgoAtrWRVM8rcf8DYv8Quea1epump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,BPcEmH1Amv1ZAJhBpTxnTpkMg1bbkbrM7RwKycWipump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,HGwdb6RQsMTqXpjBiy5BEAXHcpanmJr3c1Dj84r5pump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,wCtiCRJz69a5Mqkk2nHmvQwBGQCrUvM8fELoFGqpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,41m33JPaG3qGJjkJY1uMpLCiNXccaNxSm1wJyYjQ2LPR,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,H9iZggMWYP8G6DxKRaDoRW8ZkE4miWVuqpKYLrAspump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,BdDB5AH7azG8BQGC9bSobh6ER33VdB7ZZ97jGn2Npump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
2025-09-24,AjgSvYmJLhvt3FteiyTqQf8XBj1SVs6T6AmSUfkHpump,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,Low,0,False,0,False
