date,symbol,name,address,price_usd,volume_24h_usd,liquidity_usd,fdv_usd,source,data_status,missing_streak
2025-09-29,wSOL,Wrapped SOL,So11111111111111111111111111111111111111112,208.59,145041225.73,53724975.43,0.0,dexscreener,ok,0.0
2025-09-29,nan,nan,DiiTPZdpd9t3XorHiuZUu4E1FoSaQ7uGN4q9YkQupump,0.001573,552077.41,212449.52,1222781.0,dexscreener,ok,0.0
2025-09-29,nan,nan,A8YHuvQBMAxXoZAZE72FyC8B7jKHo8RJyByXRRffpump,0.002683,313022.87,488671.09,2681704.0,dexscreener,ok,0.0
2025-09-29,nan,nan,3vz82EWYv8xnc7Cm7qSgERcpMeqw92PcX8PBz88npump,0.0005575,185559.73,150199.19,557424.0,dexscreener,ok,0.0
2025-09-29,nan,nan,CZkxnM5PNPak31JSFNzJ76CWcYRu4mgxvBwcHaBJpump,0.0004107,154696.01,118973.11,410736.0,dexscreener,ok,0.0
2025-09-29,nan,nan,CEqFiJoB6HLncfeieBw3PKKm9wyqrpSHV3VH4qZApump,0.0004882,144287.41,139281.36,488204.0,dexscreener,ok,0.0
2025-09-29,nan,nan,GvV7sFu6FHJsSVXfpG7xqFnWar3c7YkcC74rqe7Bpump,0.001315,142690.71,176788.18,1315601.0,dexscreener,ok,0.0
2025-09-29,nan,nan,2UfyNHveDrYDogW1LypkworjhYVEte8tLDqRTZbguPLx,0.001819,125795.2,202747.8,1819061.0,dexscreener,ok,0.0
2025-09-29,nan,nan,BVvSqvTb9ZVNEkP5UsamR1egAWSGEZiQDU42FS7mmoon,0.0005583,92276.99,105245.65,556466.0,dexscreener,ok,0.0
2025-09-29,nan,nan,B9zze29or7CJs1nBrigSCWSibfxvkmieFXcGg5cxbonk,0.001802,83971.47,185287.23,1802224.0,dexscreener,ok,0.0
2025-09-29,nan,nan,FyrBf5xKg5EwKZ9pHvSpJeLLuCWBicTpm3VvZcsibonk,0.0008881,79747.91,197436.38,888137.0,dexscreener,ok,0.0
2025-09-29,nan,nan,2sjdF9vLNWkTpK2XgY2kVWCL4YTMu6vaVA4VxrzUpump,0.0001189,48244.3,57148.44,118760.0,dexscreener,ok,0.0
2025-09-29,nan,nan,44DNPJ2qisA7MMaUmKK5SXvAcPyV7bEzmnK7oYJkbonk,0.0001899,46254.95,54033.63,189928.0,dexscreener,ok,0.0
2025-09-29,nan,nan,7ukFzJA7V6f28YieCjXcEXqiK8tAfbyXyvK6b36pump,0.0003006,34688.03,70932.71,300646.0,dexscreener,ok,0.0
2025-09-29,nan,nan,7kN5FQMD8ja4bzysEgc5FXmryKd6gCgjiWnhksjHCFb3,0.01561,30869.5,2028704.42,78080891.0,dexscreener,ok,0.0
2025-09-29,nan,nan,5NnL7oRMtVW3ZqAt95gJQs12Fbz2caCYh9rgy1kQpump,9.123e-05,28771.97,44882.57,91229.0,dexscreener,ok,0.0
2025-09-29,nan,nan,3BrXeqzNKUKsM6MgkWFZX4E2cY8SiwYNwwmVzP2Rpump,0.0001402,24955.71,50653.6,140227.0,dexscreener,ok,0.0
2025-09-29,nan,nan,7PzU4m13VqkdgWcserfBdxX4cAPQXaZuFNuKarnT1deV,0.0001485,23400.49,55513.89,144087.0,dexscreener,ok,0.0
2025-09-29,nan,nan,6FtbGaqgZzti1TxJksBV4PSya5of9VqA9vJNDxPwbonk,0.0005196,14611.99,180243.83,519645.0,dexscreener,ok,0.0
2025-09-29,nan,nan,3vgopg7xm3EWkXfxmWPUpcf7g939hecfqg18sLuXDzVt,0.003843,12245.11,556084.93,3843154.0,dexscreener,ok,0.0
2025-09-29,nan,nan,HD3JBABeFkdZwUgKwhwJYqjLNrPWXEaDVfH4uMqRpump,0.0001759,10514.78,91162.82,175918.0,dexscreener,ok,0.0
2025-09-29,nan,nan,GuLvigFjAm1yyReTk6EeboHNnLj1tCi62pzWLorxbonk,4.228e-05,8639.71,27091.54,42287.0,dexscreener,ok,0.0
2025-09-29,nan,nan,Et2bFLuPCW77hGW2g7UdrboPVuxatFZt4BaCzhCqpump,0.0002897,7982.32,65917.9,289798.0,dexscreener,ok,0.0
2025-09-29,nan,nan,AMKKkovbUqr5cxmsg22KxTgaRXq6z4f8umrze4JKpump,0.0005211,5451.82,88426.65,372177.0,dexscreener,ok,0.0
2025-09-29,nan,nan,VnqKnEybGaw6G5ZAdjvPDri5RzDLPXznqxBunG13GJE,0.0001331,4520.26,57725.3,133037.0,dexscreener,ok,0.0
2025-09-29,nan,nan,8erRtd8mLgNcNoWy2bhMdTgZyXaRR6u7t2hyXRc1pump,1.164e-05,3411.79,14087.13,11610.0,dexscreener,ok,0.0
2025-09-29,nan,nan,GcPf1ZsZHvnjauhXoFvGMmc2gM73aJ63AYxYC6JAQVoG,3.652e-05,3069.02,25783.4,36523.0,dexscreener,ok,0.0
