date,portfolio_value,cash,positions_value,daily_pnl,daily_pnl_pct,num_positions
2025-10-02,10000.0,7483.346636567059,2516.6533634329408,0.0,0.0,5
2025-10-03,8972.377613868899,7483.346636567059,1489.0309773018398,-1027.622386131101,-10.27622386131101,5
2025-10-04,9778.860019783097,7762.7007375304665,2016.15928225263,806.4824059141974,8.988502720478362,4
2025-10-05,9954.381712730978,7274.313679585024,2680.0680331459525,175.5216929478811,1.7949095558459003,5
2025-10-06,9706.890152986962,7274.313679585024,2432.5764734019385,-247.49155974401583,-2.486257478226809,5
2025-10-07,9077.578763162941,7652.278406931467,1425.3003562314743,-629.3113898240208,-6.483141149283242,4
2025-11-03,8382.847259097513,7948.906313908211,433.94094518930245,-694.7315040654285,-7.653268808690128,3
